id,host,latitude,longitude,location,county,city,country,zipcode
ed925058-6681-4d78-b662-1de105bf164c,id_17,41.85431333333333,-87.69557333333333,"California Pink Line Station NB, South California Avenue, Bohemian California, South Lawndale, Chicago, Cook County, Illinois, 60629, USA", Cook County, Chicago, USA, 60629
20594e8d-429e-4cfd-94fc-06e141c29aca,id_18,41.92957333333333,-87.70785333333333,"Logan Square, Chicago, Cook County, Illinois, United States of America", Chicago,Logan Square, United States of America, Illinois
1f4bf43f-1e32-4ddd-b49c-3b3f247d2eef,id_19,41.927323333333334,-87.78308166666666,"6306, West Wrightwood Avenue, Beat 2521, Belmont Cragin, Chicago, Cook County, Illinois, 60639, United States of America", Cook County, Chicago, United States of America, 60639
3f984597-f62e-423d-ac09-e3bce98f208b,id_20,41.92269833333334,-87.68761166666667,"2234, North Western Avenue, Maplewood, Logan Square, Chicago, Cook County, Illinois, 60647, United States of America", Cook County, Chicago, United States of America, 60647
9aa91ff2-d751-4c3c-a90b-dae9b20220be,id_21,41.90306666666667,-87.67245,"1801, West Division Street, Wicker Park, West Town, Chicago, Cook County, Illinois, 60651, United States of America", Cook County, Chicago, United States of America, 60651
22647ab9-8154-4405-9028-6dcc23f48c77,id_22,41.90470833333333,-87.70867333333334,"3244, West Potomac Avenue, Humboldt Park, Chicago, Cook County, Illinois, 60651, United States of America", Cook County, Chicago, United States of America, 60651
3e0e82ee-bc85-4a38-a9f0-b06e9343cb04,id_23,41.90315666666667,-87.67110166666667,"1725-1727, West Division Street, Wicker Park, West Town, Chicago, Cook County, Illinois, 60651, United States of America", Cook County, Chicago, United States of America, 60651
c30504a6-cdc5-4f96-b467-1b5b61cbf65f,id_24,41.93222,-87.71384833333333,"3440, West Diversey Avenue, Avondale, Chicago, Cook County, Illinois, 60618, United States of America", Cook County, Chicago, United States of America, 60618
c18fa58a-e8d5-4662-8954-7b4e4ae9c303,id_25,41.848375,-87.70495833333334,"Kedzie & 24th Street NB, South Kedzie Avenue, South Lawndale, Chicago, Cook County, Illinois, 60623, USA", Cook County, Chicago, USA, 60623
b910f2b4-ad97-4b09-8fde-c911d8d78899,id_26,41.923831666666665,-87.78531833333334,"Narragansett & Fullerton NB, North Narragansett Avenue, Beat 2512, Belmont Cragin, Chicago, Cook County, Illinois, 60707, United States of America", Cook County, Chicago, United States of America, 60707
d908fa55-67d5-465a-8b7a-b74c96869790,id_27,41.929428333333334,-87.76618833333333,"2636-2644, North Central Avenue, Beat 2515, Belmont Cragin, Chicago, Cook County, Illinois, 60630, United States of America", Cook County, Chicago, United States of America, 60630
ff464efe-802a-4f99-8c2a-e61699017ec3,id_28,41.79195833333333,-87.64598666666667,"5621-5623, South Green Street, Englewood, Chicago, Cook County, Illinois, 60621, United States of America", Cook County, Chicago, United States of America, 60621
4caf60e9-979c-4f1a-b480-7785f14089d1,id_29,41.927278333333334,-87.778525,"6108, West Wrightwood Avenue, Beat 2521, Belmont Cragin, Chicago, Cook County, Illinois, 60639, United States of America", Cook County, Chicago, United States of America, 60639
dec1694e-f299-475f-974d-fa1304f9a8a9,id_30,41.93830333333333,-87.72231,"Taco Bell, 3143, North Milwaukee Avenue, Beat 2523, Avondale, Chicago, Cook County, Illinois, 60618, United States of America", Cook County, Chicago, United States of America, 60618
dd191429-b465-45e9-9b07-7275c1e58268,id_31,41.913268333333335,-87.68195666666666,"1742, North Milwaukee Avenue, Wicker Park, West Town, Chicago, Cook County, Illinois, 60647, United States of America", Cook County, Chicago, United States of America, 60647
7fa04c1d-ed46-4339-8926-281cc050ec55,id_32,41.88648333333333,-87.71005166666667,"3332, West Fulton Boulevard, East Garfield Park, Chicago, Cook County, Illinois, 60624, United States of America", Cook County, Chicago, United States of America, 60624
7803ef10-3d45-4c58-8b09-7033c5fcbdf1,id_33,34.040503333333334,-118.23584833333334,"La Kretz Innovation Center (LACI), 525, South Hewitt Street, Arts District, Little Tokyo Historic District, LA, Los Angeles County, California, 90013, United States of America", Los Angeles County, LA, United States of America, 90013
bce3d250-242e-4a2e-b40a-8168933b3c4e,id_34,34.04060333333334,-118.23568333333333,"La Kretz Innovation Center (LACI), 525, South Hewitt Street, Arts District, Little Tokyo Historic District, LA, Los Angeles County, California, 90013, United States of America", Los Angeles County, LA, United States of America, 90013
e56481ef-3f0d-4468-913f-235276d81fd9,id_35,34.04047666666666,-118.23593833333334,"524, Colyton Street, Arts District, Little Tokyo Historic District, LA, Los Angeles County, California, 90013, United States of America", Los Angeles County, LA, United States of America, 90013
7f785274-21e7-4917-bbc3-2e66d1289e09,id_36,34.04051833333333,-118.23571166666666,"La Kretz Innovation Center (LACI), 525, South Hewitt Street, Arts District, Little Tokyo Historic District, LA, Los Angeles County, California, 90013, United States of America", Los Angeles County, LA, United States of America, 90013
b512d0fb-4069-4ad0-9635-e6ffde57e1ca,id_37,34.04047,-118.23582666666667,"La Kretz Innovation Center (LACI), 525, South Hewitt Street, Arts District, Little Tokyo Historic District, LA, Los Angeles County, California, 90013, United States of America", Los Angeles County, LA, United States of America, 90013
fcbc4df6-360a-41d8-8af7-e737680fd293,id_38,34.040526666666665,-118.23582666666667,"La Kretz Innovation Center (LACI), 525, South Hewitt Street, Arts District, Little Tokyo Historic District, LA, Los Angeles County, California, 90013, United States of America", Los Angeles County, LA, United States of America, 90013
68af6831-e344-459a-8f63-4c1e1ece127e,id_39,34.040515,-118.23603166666666,"533, Colyton Street, Arts District, Little Tokyo Historic District, LA, Los Angeles County, California, 90013, United States of America", Los Angeles County, LA, United States of America, 90013
65abcd6d-d96b-4d9d-bc21-5c7459b49f00,id_40,34.040531666666666,-118.23576166666666,"La Kretz Innovation Center (LACI), 525, South Hewitt Street, Arts District, Little Tokyo Historic District, LA, Los Angeles County, California, 90013, United States of America", Los Angeles County, LA, United States of America, 90013
a545f273-4a0e-4153-ae4c-d73b50a8f7c4,id_41,41.93494333333334,-87.76626,"5555, West Wellington Avenue, Beat 2514, Belmont Cragin, Chicago, Cook County, Illinois, 60707, United States of America", Cook County, Chicago, United States of America, 60707
20a2e6d6-48b3-4ccb-b45e-6afe6993f7cc,id_42,41.927905,-87.705455,"Milwaukee & Logan NB (Nearside), North Milwaukee Avenue, Logan Square, Chicago, Cook County, Illinois, 60647, United States of America", Cook County, Chicago, United States of America, 60647
da22d7fe-58a6-4482-995e-4fb16f19eb4d,id_43,41.92391333333333,-87.78529,"Narragansett & Fullerton NB, North Narragansett Avenue, Beat 2512, Belmont Cragin, Chicago, Cook County, Illinois, 60707, United States of America", Cook County, Chicago, United States of America, 60707
5e2386b0-9f7b-4e6d-8b67-70d39e1e4e79,id_44,41.927998333333335,-87.76616333333334,"Filling Station, 2611, North Central Avenue, Beat 2515, Belmont Cragin, Chicago, Cook County, Illinois, 60630, United States of America", Cook County, Chicago, United States of America, 60630
39c11ad3-0c7a-4218-a5aa-aee451f11e3e,id_45,41.9273,-87.78302333333333,"6306, West Wrightwood Avenue, Beat 2521, Belmont Cragin, Chicago, Cook County, Illinois, 60639, United States of America", Cook County, Chicago, United States of America, 60639
0bc2c498-a3c3-423c-850f-ca7084836c02,id_46,41.91524666666667,-87.78118333333333,"1900-1948, North Austin Avenue, Hanson Park, Belmont Cragin, Chicago, Cook County, Illinois, 60630, United States of America", Cook County, Chicago, United States of America, 60630
6f2f9e75-75d5-41c4-bca1-29737a742f60,id_47,41.92735,-87.78314333333333,"6306, West Wrightwood Avenue, Beat 2521, Belmont Cragin, Chicago, Cook County, Illinois, 60639, United States of America", Cook County, Chicago, United States of America, 60639
0c0aadf3-1c81-4bf7-a20f-295965e5f329,id_48,41.92207,-87.70668333333333,"2231-2237, North Kedzie Boulevard, Logan Square, Chicago, Cook County, Illinois, 60647, United States of America", Cook County, Chicago, United States of America, 60647
540fceae-53cc-47c7-8235-d3172b36c452,id_49,41.85389333333333,-87.71506333333333,"Central Park & Ogden (Pink Line) SB, South Central Park Avenue, North Lawndale, Chicago, Cook County, Illinois, 60623, USA", Cook County, Chicago, USA, 60623
a323b0bd-a850-4c1d-95fe-156de78a7ba0,id_50,41.907093333333336,-87.67735333333333,"Damen & Schiller NB, North Damen Avenue, Wicker Park, West Town, Chicago, Cook County, Illinois, 60622, United States of America", Cook County, Chicago, United States of America, 60622
d5178af8-e03d-4bf7-8676-f89d482386d9,id_51,41.93320166666667,-87.77849333333333,"2902, North Meade Avenue, Beat 2512, Belmont Cragin, Chicago, Cook County, Illinois, 60630, United States of America", Cook County, Chicago, United States of America, 60630
fbe5fb7d-efd8-479e-a9a7-2c3d120a2559,id_52,41.90323333333333,-87.67382833333333,"Honore St & Division St, West Division Street, Wicker Park, West Town, Chicago, Cook County, Illinois, 60651, United States of America", Cook County, Chicago, United States of America, 60651
585b01dd-ede8-4e5a-973a-fcf4594fe0b7,id_53,41.92603,-87.77812333333333,"2511, North Meade Avenue, Beat 2512, Belmont Cragin, Chicago, Cook County, Illinois, 60630, United States of America", Cook County, Chicago, United States of America, 60630
67995e28-e6f2-4cf0-b366-0d42a7fdea64,id_54,41.92952833333333,-87.70781666666667,"Logan Square, Chicago, Cook County, Illinois, United States of America", Chicago,Logan Square, United States of America, Illinois
8eefd6a9-c287-4481-9bbf-5353f358efa9,id_55,41.923858333333335,-87.785275,"Fullerton & Narragansett WB, West Fullerton Avenue, Beat 2512, Belmont Cragin, Chicago, Cook County, Illinois, 60707, United States of America", Cook County, Chicago, United States of America, 60707
00d1d65a-0556-4fb6-a32a-ab4e24767cb4,id_56,41.92390833333333,-87.76518833333333,"Hanson Park Stadium, North Central Avenue, Beat 2515, Belmont Cragin, Chicago, Cook County, Illinois, 60630, United States of America", Cook County, Chicago, United States of America, 60630
59c59d3f-c373-42d1-8fd8-ba0713e2960a,id_57,41.854038333333335,-87.70510833333333,"1945, South Kedzie Avenue, North Lawndale, Chicago, Cook County, Illinois, 60623, USA", Cook County, Chicago, USA, 60623
578f4f7b-5701-446b-b251-7ca78ae1e38b,id_58,41.90350166666666,-87.66184666666666,"1342, West Division Street, Wicker Park, West Town, Chicago, Cook County, Illinois, 60651, United States of America", Cook County, Chicago, United States of America, 60651
5940c7cf-a1e6-4e20-8db5-96dfcbf2f410,id_59,23.03982,72.52900833333334,"Nehru Amphitheatre, Ahmedabad one mall street, Gurukul, Vastrapur, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India", Ahmedabad District, Ahmadabad City Taluka, India, 380001
f9810455-42c7-4a9f-be6c-39a055842136,id_60,41.91518333333333,-87.78127166666667,"1900-1948, North Austin Avenue, Hanson Park, Belmont Cragin, Chicago, Cook County, Illinois, 60630, United States of America", Cook County, Chicago, United States of America, 60630
f2e16f81-0b39-43b9-a5be-27478ec185d0,id_61,41.907196666666664,-87.67735166666667,"Damen & Schiller SB, North Damen Avenue, Wicker Park, West Town, Chicago, Cook County, Illinois, 60622, United States of America", Cook County, Chicago, United States of America, 60622
f50323ff-2c86-4ef5-911f-024c39df20df,id_62,41.92386833333333,-87.78528833333333,"Narragansett & Fullerton NB, North Narragansett Avenue, Beat 2512, Belmont Cragin, Chicago, Cook County, Illinois, 60707, United States of America", Cook County, Chicago, United States of America, 60707
10acd9eb-0a24-4eeb-9385-d2c070a05d3d,id_63,41.90376833333333,-87.6672,"1221-1225, North Milwaukee Avenue, Wicker Park, West Town, Chicago, Cook County, Illinois, 60622, United States of America", Cook County, Chicago, United States of America, 60622
57c5cbe0-98c2-478b-87cf-9adc284cf51c,id_64,41.903018333333335,-87.67756,"Fatpour Tap Works, 2005, West Division Street, Wicker Park, West Town, Chicago, Cook County, Illinois, 60622, United States of America", Cook County, Chicago, United States of America, 60622
7160462b-f310-4965-8a80-25e3f975831e,id_65,41.904758333333334,-87.693425,"2633, West Potomac Avenue, West Town, Chicago, Cook County, Illinois, 60622, United States of America", Cook County, Chicago, United States of America, 60622
5f7e596d-7c59-4876-b883-e94b5b8413f2,id_66,41.92745,-87.772275,"5834, West Wrightwood Avenue, Beat 2521, Belmont Cragin, Chicago, Cook County, Illinois, 60639, United States of America", Cook County, Chicago, United States of America, 60639
b29b925a-7b5e-41cc-80f5-cbf9c338b339,id_67,41.907875,-87.68216666666666,"1437-1441, North Leavitt Street, Wicker Park, West Town, Chicago, Cook County, Illinois, 60647, United States of America", Cook County, Chicago, United States of America, 60647
b953fa2e-80d6-4d9d-a558-b70475c24e22,id_68,41.9152,-87.781245,"1900-1948, North Austin Avenue, Hanson Park, Belmont Cragin, Chicago, Cook County, Illinois, 60630, United States of America", Cook County, Chicago, United States of America, 60630
4465e892-2138-40a3-ab5d-eca17462d736,id_69,41.90782,-87.68213166666666,"1435, North Leavitt Street, Wicker Park, West Town, Chicago, Cook County, Illinois, 60647, United States of America", Cook County, Chicago, United States of America, 60647
277bf06a-f4e7-44ba-b65c-af982d46160c,id_70,41.93917833333333,-87.71219,"3355, West Belmont Avenue, Avondale, Chicago, Cook County, Illinois, 60618, United States of America", Cook County, Chicago, United States of America, 60618
c8a6fc11-8a9b-452d-9fcd-49a29a2ebea4,id_71,41.903065,-87.67757833333333,"Fatpour Tap Works, 2005, West Division Street, Wicker Park, West Town, Chicago, Cook County, Illinois, 60622, United States of America", Cook County, Chicago, United States of America, 60622
04494f30-8f71-497d-a65f-13e3a2e76d50,id_72,41.932336666666664,-87.766285,"2835, North Central Avenue, Beat 2514, Belmont Cragin, Chicago, Cook County, Illinois, 60630, United States of America", Cook County, Chicago, United States of America, 60630
3d14bad9-5cf2-4c9e-9776-a5465bf89c54,id_73,41.88543833333333,-87.660735,"1325-1335, West Lake Street, Near West Side, Chicago, Cook County, Illinois, 60661, United States of America", Cook County, Chicago, United States of America, 60661
4b6fc5db-b42c-4406-b40a-60521f11485b,id_74,41.9273,-87.78316,"6306, West Wrightwood Avenue, Beat 2521, Belmont Cragin, Chicago, Cook County, Illinois, 60639, United States of America", Cook County, Chicago, United States of America, 60639
6d9fd757-972e-411e-9b75-83e12f30310c,id_75,41.90465833333333,-87.70867833333334,"3244, West Potomac Avenue, Humboldt Park, Chicago, Cook County, Illinois, 60651, United States of America", Cook County, Chicago, United States of America, 60651
2eccb2b1-d290-4f68-acad-81328bd38cea,id_76,41.92393833333333,-87.76516333333333,"5538, West Fullerton Avenue, Beat 2515, Belmont Cragin, Chicago, Cook County, Illinois, 690639, United States of America", Cook County, Chicago, United States of America, 690639
64856929-37a7-4f68-94ff-38954da21c99,id_77,41.90364833333334,-87.67037666666667,"1207, North Paulina Street, Wicker Park, West Town, Chicago, Cook County, Illinois, 60622, United States of America", Cook County, Chicago, United States of America, 60622
01b980ea-5873-461e-a15f-a4a2e19c0d2f,id_78,41.920515,-87.68545333333333,"2116-2118, North Oakley Avenue, Maplewood, Logan Square, Chicago, Cook County, Illinois, 60647, United States of America", Cook County, Chicago, United States of America, 60647
39973078-7978-4d6a-a330-b36f78134957,id_79,41.915205,-87.78121833333333,"1900-1948, North Austin Avenue, Hanson Park, Belmont Cragin, Chicago, Cook County, Illinois, 60630, United States of America", Cook County, Chicago, United States of America, 60630
7d996a43-edc8-4d6b-af58-1eb1eb8cea4b,id_80,41.90303,-87.69087833333333,"Guerrero's Tacos and Pizza, 2534, West Division Street, West Town, Chicago, Cook County, Illinois, 60651, United States of America", Cook County, Chicago, United States of America, 60651
07c8b330-08b8-41d9-8401-20828320edd4,id_81,41.89859333333333,-87.691695,"939-941, North Rockwell Street, West Town, Chicago, Cook County, Illinois, 60647, United States of America", Cook County, Chicago, United States of America, 60647
4ad250ec-565c-45ea-8bc4-a6ff0ba36752,id_82,41.940976666666664,-87.71591333333333,"3535, West School Street, Avondale, Chicago, Cook County, Illinois, 60618, United States of America", Cook County, Chicago, United States of America, 60618
a4ae5884-5450-40d7-aa1b-ea6b46bdf671,id_83,41.90298833333333,-87.69743833333334,"California Ave & Division St, Paseo Boricua, West Town, Chicago, Cook County, Illinois, 60622-4580, United States of America", Cook County, Chicago, United States of America, 60622-4580
e2458b37-5e1b-46a3-862b-0ed55261c2ef,id_84,41.92789833333333,-87.70542166666667,"Milwaukee & Logan NB (Nearside), North Milwaukee Avenue, Logan Square, Chicago, Cook County, Illinois, 60647, United States of America", Cook County, Chicago, United States of America, 60647
d64d959e-4bde-4287-aeac-13a7deebb966,id_85,41.915185,-87.78126166666667,"1900-1948, North Austin Avenue, Hanson Park, Belmont Cragin, Chicago, Cook County, Illinois, 60630, United States of America", Cook County, Chicago, United States of America, 60630
339d8368-04dc-4313-87ed-dfb5d879c42d,id_86,41.903065,-87.67752666666667,"Fatpour Tap Works, 2005, West Division Street, Wicker Park, West Town, Chicago, Cook County, Illinois, 60622, United States of America", Cook County, Chicago, United States of America, 60622
2a5332fc-91a4-41b7-ae58-7f38438ff197,id_87,41.929498333333335,-87.70781833333334,"Logan Square, Chicago, Cook County, Illinois, United States of America", Chicago,Logan Square, United States of America, Illinois
d87449f3-5acd-4019-bd13-116b2d5d47d2,id_88,41.92287,-87.748395,"2301-2311, North Lamon Avenue, Beat 2521, Belmont Cragin, Chicago, Cook County, Illinois, 60641, United States of America", Cook County, Chicago, United States of America, 60641
9b1c07da-503d-4994-a075-fb3265cdf124,id_89,41.903441666666666,-87.673705,"1824, West Division Street, Wicker Park, West Town, Chicago, Cook County, Illinois, 60651, United States of America", Cook County, Chicago, United States of America, 60651
2ef8a291-d838-47b5-a01b-491c09cc70d6,id_90,41.84835,-87.70506333333333,"Kedzie & 24th Street NB, South Kedzie Avenue, South Lawndale, Chicago, Cook County, Illinois, 60623, USA", Cook County, Chicago, USA, 60623
3a17cb52-7ab4-48fd-a232-89d55f86a989,id_91,41.85357166666667,-87.73713666666667,"1914-2000, South Kilbourn Avenue, North Lawndale, Chicago, Cook County, Illinois, 60623, USA", Cook County, Chicago, USA, 60623
bf3ca6bf-3c7a-4aca-aeaa-cb2267d71296,id_92,41.92391333333333,-87.76518833333333,"Hanson Park Stadium, North Central Avenue, Beat 2515, Belmont Cragin, Chicago, Cook County, Illinois, 60630, United States of America", Cook County, Chicago, United States of America, 60630
d3272d57-07b0-49d5-be33-8f9412e99527,id_93,41.915193333333335,-87.781245,"1900-1948, North Austin Avenue, Hanson Park, Belmont Cragin, Chicago, Cook County, Illinois, 60630, United States of America", Cook County, Chicago, United States of America, 60630
bbc6f607-53f3-4a11-a73b-2b2fd644840a,id_94,41.937605,-87.71189166666667,"3100, North Christiana Avenue, Avondale, Chicago, Cook County, Illinois, 60618, United States of America", Cook County, Chicago, United States of America, 60618
11dd2cdc-3ffe-497a-9c73-e33bab08b5fd,id_95,41.90292,-87.68755833333333,"Western Ave & Division St, West Division Street, West Town, Chicago, Cook County, Illinois, 60651, United States of America", Cook County, Chicago, United States of America, 60651
eae0b427-89e2-4132-bb11-c357dfed7efd,id_96,41.91923166666667,-87.767895,"5656, West Grand Avenue, Beat 2515, Belmont Cragin, Chicago, Cook County, Illinois, 60651, United States of America", Cook County, Chicago, United States of America, 60651
cd084eac-373e-46d9-a13e-1ca5bb722da3,id_97,41.91459833333333,-87.66797333333334,"Walsh Park, North Ashland Avenue, Wicker Park, West Town, Chicago, Cook County, Illinois, 606476, United States of America", Cook County, Chicago, United States of America, 606476
d57242f3-8cdb-46d7-aba8-19f41df68552,id_98,41.93920333333333,-87.71223166666667,"Belmont & Kimball (Blue Line) EB, West Belmont Avenue, Avondale, Chicago, Cook County, Illinois, 60618, United States of America", Cook County, Chicago, United States of America, 60618
54ae3c87-e456-44a5-8322-b65337823375,id_99,41.90498,-87.67919499999999,"2050-2052, West Potomac Avenue, Wicker Park, West Town, Chicago, Cook County, Illinois, 60622, United States of America", Cook County, Chicago, United States of America, 60622
f489de19-6714-4162-bdf3-bab5dbaadbf3,id_100,41.91603833333333,-87.68742166666667,"Animale, 1904, North Western Avenue, Maplewood, Logan Square, Chicago, Cook County, Illinois, 60647, United States of America", Cook County, Chicago, United States of America, 60647
3110e08e-12b6-460d-84ad-aaf56582c756,id_101,41.912575,-87.69086,"1715, North Maplewood Avenue, West Town, Chicago, Cook County, Illinois, 60647, United States of America", Cook County, Chicago, United States of America, 60647
75505bd0-d708-44ed-8859-bdcee2c2ed3d,id_102,41.91523333333333,-87.78124666666666,"1900-1948, North Austin Avenue, Hanson Park, Belmont Cragin, Chicago, Cook County, Illinois, 60630, United States of America", Cook County, Chicago, United States of America, 60630
7fc18aa3-473b-48a2-921c-517f652af745,id_103,41.92391666666666,-87.76519,"Hanson Park Stadium, North Central Avenue, Beat 2515, Belmont Cragin, Chicago, Cook County, Illinois, 60630, United States of America", Cook County, Chicago, United States of America, 60630
60b6dfbd-3fbf-4194-b978-50dfb2f40514,id_104,41.92525833333333,-87.76851333333333,"2442, North Major Avenue, Beat 2514, Belmont Cragin, Chicago, Cook County, Illinois, 60630, United States of America", Cook County, Chicago, United States of America, 60630
0a34f558-e238-4eaf-9507-66162e90da7a,id_105,41.85405,-87.70527,"1945, South Kedzie Avenue, North Lawndale, Chicago, Cook County, Illinois, 60623, USA", Cook County, Chicago, USA, 60623
8b4427a5-3a65-4261-badd-a0b005fe4461,id_106,41.854125,-87.70516833333333,"1945, South Kedzie Avenue, North Lawndale, Chicago, Cook County, Illinois, 60623, USA", Cook County, Chicago, USA, 60623
82253f42-abbc-4f8b-b682-d64e1e325dae,id_107,41.932141666666666,-87.68308166666667,"West Diversey Parkway, Logan Square, Chicago, Cook County, Illinois, 606476, United States of America", Cook County, Chicago, United States of America, 606476
d7130a24-36d0-4a19-923e-34ccb8afabd8,id_108,41.915216666666666,-87.78131,"1900-1948, North Austin Avenue, Hanson Park, Belmont Cragin, Chicago, Cook County, Illinois, 60630, United States of America", Cook County, Chicago, United States of America, 60630
d86a149d-4404-4a4e-9690-4fcee8613fcb,id_109,41.853876666666665,-87.72482,"Pulaski & Pink Line Station NB, South Pulaski Road, North Lawndale, Chicago, Cook County, Illinois, 60652, USA", Cook County, Chicago, USA, 60652
f89d94bc-226f-4557-9a1f-2c7dc0fc9d0c,id_110,41.91612833333333,-87.687465,"Animale, 1904, North Western Avenue, Maplewood, Logan Square, Chicago, Cook County, Illinois, 60647, United States of America", Cook County, Chicago, United States of America, 60647
1f4cc440-e2e8-44b0-9584-7c0d569640a3,id_111,41.854055,-87.70522,"1945, South Kedzie Avenue, North Lawndale, Chicago, Cook County, Illinois, 60623, USA", Cook County, Chicago, USA, 60623
b004e063-aa97-45e7-b1f5-01e71d0325d4,id_112,41.93206166666667,-87.68944166666667,"2754-2756, North Artesian Avenue, Maplewood, Logan Square, Chicago, Cook County, Illinois, 60647, United States of America", Cook County, Chicago, United States of America, 60647
d0b70d00-2d6f-4b47-8065-e34d031011c2,id_113,41.92737,-87.78316333333333,"6306, West Wrightwood Avenue, Beat 2521, Belmont Cragin, Chicago, Cook County, Illinois, 60639, United States of America", Cook County, Chicago, United States of America, 60639
ba5ac033-6550-4f1e-8f84-4b56d265d1d2,id_114,41.926741666666665,-87.69690166666666,"2748, West Altgeld Street, Maplewood, Logan Square, Chicago, Cook County, Illinois, 60647, United States of America", Cook County, Chicago, United States of America, 60647
ffec4a7d-367b-44e4-8f0b-92b92cee2a26,id_115,41.911895,-87.71475333333333,"3534, West Wabansia Avenue, Beat 2535, Humboldt Park, Chicago, Cook County, Illinois, 60639, United States of America", Cook County, Chicago, United States of America, 60639
4290ae02-253c-491b-a5e1-ab7d81d8f970,id_116,41.848365,-87.70511166666667,"Kedzie & 24th Street NB, South Kedzie Avenue, South Lawndale, Chicago, Cook County, Illinois, 60623, USA", Cook County, Chicago, USA, 60623
18640d51-c48d-498b-bb95-b509f0eb3d54,id_117,41.92955333333333,-87.707845,"Logan Square, Chicago, Cook County, Illinois, United States of America", Chicago,Logan Square, United States of America, Illinois
f72f0401-a27b-434d-bd04-07d5e08914a7,id_118,41.91615,-87.68750666666666,"Subway, North Western Avenue, Maplewood, Logan Square, Chicago, Cook County, Illinois, 606476, United States of America", Cook County, Chicago, United States of America, 606476
63708a5f-49a0-4eba-a69d-9c19c53ea80b,id_119,41.90143166666667,-87.681125,"2136, West Thomas Street, West Town, Chicago, Cook County, Illinois, 60622, United States of America", Cook County, Chicago, United States of America, 60622
