areaCode,city,latitude,longitude
337,"Lafayette, LA",30.242168,-92.500372
339,"Boston, MA",42.38921565,-71.10036565
340,Virgin Islands,18.3358,-64.8963
343,"Ottawa, ON",44.95518214,-76.08718
346,"Houston, TX",29.70917889,-95.30039889
347,"New York, NY",40.691608,-73.959668
351,"Lowell, MA",42.60368286,-71.22620857
352,"Gainesville, FL",28.372005,-81.7805925
360,"Vancouver, WA",47.41118222,-122.5702911
361,"Corpus Christi, TX",28.04057333,-97.41869667
364,"Bowling Green, KY",37.44057,-87.00663143
365,"Hamilton, ON",43.575115,-79.3496
367,"Quebec, QC",47.21553809,-71.38443617
380,"Columbus, OH",40.008745,-83.0058775
385,"Salt Lake City, UT",40.65385643,-111.8801921
386,"Palm Coast, FL",29.16779857,-81.11085143
401,"Providence, RI",41.773583,-71.418123
402,"Omaha, NE",41.23897143,-96.88106286
403,"Calgary, AB",51.2093535,-113.591395
404,"Atlanta, GA",33.73466889,-84.37236667
405,"Oklahoma City, OK",35.504228,-97.413675
406,Montana,46.40531,-111.567485
407,"Orlando, FL",28.39369067,-81.30824933
408,"San Jose, CA",37.26716556,-121.8848322
409,"Beaumont, TX",29.66411,-94.436145
410,"Baltimore, MD",39.24997871,-76.58799065
412,"Pittsburgh, PA",40.39926667,-79.91952778
413,"Springfield, MA",42.19644625,-72.713425
414,"Milwaukee, WI",42.94616571,-87.95000714
415,"San Francisco, CA",37.927565,-122.517545
416,"Toronto, ON",43.459085,-79.70173
417,"Springfield, MO",37.14978,-93.90576
418,"Quebec, QC",47.21553809,-71.38443617
419,"Toledo, OH",41.12878286,-83.21476
423,"Chattanooga, TN",35.84167714,-83.68173
424,"Los Angeles, CA",33.89912813,-118.3529044
425,"Bellevue, WA",47.73323929,-121.8640779
430,"Tyler, TX",33.01201111,-95.52637667
431,Manitoba,51.20303364,-98.72993455
432,"Midland, TX",32.03003333,-102.01847
434,"Lynchburg, VA",37.33949333,-79.01659333
435,"St. George, UT",39.270445,-112.68724
437,"Toronto, ON",43.70011,-79.4163
438,"Montreal, QC",45.5546,-73.88272
440,"Parma, OH",41.47965933,-81.69733133
442,"Oceanside, CA",33.6695681,-116.7581124
443,"Baltimore, MD",39.24997871,-76.58799065
445,"Philadelphia, PA",40.05372,-74.99628
450,"Granby, QC",45.78923277,-73.21601426
458,"Eugene, OR",43.77279625,-123.1944163
463,"Indianapolis, IN",39.86670667,-86.07174333
469,"Dallas, TX",32.86905783,-96.82601565
470,"Atlanta, GA",33.81447478,-84.36085522
475,"Bridgeport, CT",41.29179813,-73.12245313
478,"Macon, GA",32.730835,-83.61615
479,"Fort Smith, AR",35.849136,-93.987424
480,"Mesa, AZ",33.43175143,-111.7910643
484,"Allentown, PA",40.251023,-75.457804
501,"Little Rock, AR",34.76818714,-92.42182286
502,"Louisville, KY",38.227575,-85.316345
503,"Portland, OR",45.34785933,-122.7965427
504,"New Orleans, LA",29.94127286,-90.09217714
505,"Albuquerque, NM",35.54517333,-107.1487933
506,New Brunswick,46.56609222,-66.06047556
507,"Rochester, MN",44.04838833,-92.93543
508,"Worcester, MA",42.00699273,-71.22419455
509,"Spokane, WA",46.76512444,-118.7341211
510,"Oakland, CA",37.43248,-121.8074523
512,"Austin, TX",30.359314,-97.772174
513,"Cincinnati, OH",39.34930286,-84.49883429
514,"Montreal, QC",46.126976,-73.355944
515,"Des Moines, IA",41.840495,-93.75476
516,"Hempstead, NY",40.70185474,-73.59814053
517,"Lansing, MI",42.48702833,-84.13755167
518,"Albany, NY",42.819186,-73.833068
519,"London, ON",43.2104985,-81.1431145
520,"Tucson, AZ",32.11801571,-110.9764843
530,"Redding, CA",39.33882286,-121.5665943
531,"Omaha, NE",41.23897143,-96.88106286
534,"Eau Claire, WI",45.25371,-90.7018125
539,"Tulsa, OK",36.1754425,-95.783525
540,"Roanoke, VA",37.82954143,-79.50405714
541,"Eugene, OR",43.77279625,-123.1944163
548,"London, ON",43.23383118,-81.23092235
551,"Jersey City, NJ",40.83885,-74.04567813
559,"Fresno, CA",36.50766,-119.5360325
561,"West Palm Beach, FL",26.55579333,-80.13544083
562,"Long Beach, CA",33.89795286,-118.0842771
563,"Davenport, IA",41.763524,-90.59797
564,"Vancouver, WA",47.41118222,-122.5702911
567,"Toledo, OH",41.12878286,-83.21476
570,"Scranton, PA",41.238118,-76.10365
571,"Arlington, VA",38.8324725,-77.270965
573,"Columbia, MO",38.27809667,-91.34191333
574,"South Bend, IN",41.672602,-86.066116
575,"Las Cruces, NM",33.02238333,-104.6389383
579,"Granby, QC",45.75695865,-73.27781027
580,"Lawton, OK",35.17099167,-97.964955
581,"Quebec, QC",47.26140744,-71.35332372
585,"Rochester, NY",43.17191333,-77.58194333
586,"Warren, MI",42.53975857,-82.97031714
587,"Calgary, AB",52.68835364,-113.7020895
601,"Jackson, MS",32.19705429,-89.96107286
602,"Phoenix, AZ",33.44838,-112.07404
603,New Hampshire,43.04893875,-71.33472
604,"Vancouver, BC",49.30576625,-122.9847563
605,South Dakota,44.472588,-99.176772
606,"Ashland, KY",38.47841,-82.63794
607,"Binghamton, NY",42.20970667,-76.40743667
608,"Madison, WI",43.042495,-89.563915
609,"Trenton, NJ",39.9697625,-74.7087
610,"Allentown, PA",40.251023,-75.457804
612,"Minneapolis, MN",44.9708,-93.32084
613,"Ottawa, ON",44.93638471,-76.40218471
614,"Columbus, OH",40.008745,-83.0058775
615,"Nashville, TN",36.10672375,-86.5878425
616,"Grand Rapids, MI",42.915765,-85.73082
617,"Boston, MA",42.34858182,-71.10012727
618,"Belleville, IL",38.56595375,-89.9325675
619,"San Diego, CA",32.72058333,-117.0466042
620,"Hutchinson, KS",38.0473075,-98.7502925
623,"Phoenix, AZ",33.5849,-112.2981217
626,"Pasadena, CA",34.0783752,-118.0051808
628,"San Francisco, CA",37.927565,-122.517545
629,"Nashville, TN",36.10672375,-86.5878425
630,"Aurora, IL",41.8771732,-88.0948236
631,"Brentwood, NY",40.79404826,-73.20643
636,"O'Fallon, MO",38.70597833,-90.598965
639,Saskatchewan,51.636756,-106.001166
640,"Trenton, NJ",39.9697625,-74.7087
641,"Mason City, IA",42.07433667,-92.84010667
646,"New York, NY",40.71427,-74.00597
647,"Toronto, ON",43.70011,-79.4163
650,"San Mateo, CA",37.53483375,-122.2846556
651,"St. Paul, MN",44.91242571,-93.08408786
657,"Anaheim, CA",33.80470067,-117.9245227
660,"Sedalia, MO",38.70446,-93.22826
661,"Bakersfield, CA",35.11786571,-118.7745786
662,"Southaven, MS",34.10931429,-89.63233286
667,"Baltimore, MD",39.24997871,-76.58799065
669,"San Jose, CA",37.26716556,-121.8848322
670,Northern Mariana Islands,15.0979,145.6739
671,Guam,13.4443,144.7937
678,"Atlanta, GA",33.81447478,-84.36085522
680,"Syracuse, NY",43.253676,-75.862524
681,West Virginia,39.361145,-81.16209333
682,"Fort Worth, TX",32.75957533,-97.22340333
684,American Samoa,-14.271,-170.1322
701,North Dakota,47.4602675,-99.003305
702,"Las Vegas, NV",36.14052714,-115.1143643
703,"Arlington, VA",38.8324725,-77.270965
704,"Charlotte, NC",35.36768556,-80.74773778
705,"Sudbury, ON",45.7227065,-80.313261
706,"Augusta, GA",33.63948429,-83.94034
707,"Santa Rosa, CA",38.51422909,-122.5273573
708,"Cicero, IL",41.70573476,-87.72693048
709,Newfoundland/Labrador,48.94973286,-55.95987714
712,"Sioux City, IA",41.880965,-96.13057
713,"Houston, TX",29.70917889,-95.30039889
714,"Anaheim, CA",33.80470067,-117.9245227
715,"Eau Claire, WI",45.25371,-90.7018125
716,"Buffalo, NY",42.87564,-78.89547375
717,"Lancaster, PA",40.1537775,-76.582255
718,"New York, NY",40.691608,-73.959668
719,"Colorado Springs, CO",38.64372,-104.7528333
720,"Denver, CO",39.77755625,-105.0026667
724,"New Castle, PA",40.565275,-79.9919975
725,"Las Vegas, NV",36.14052714,-115.1143643
726,"San Antonio, TX",29.42412,-98.49363
727,"St. Petersburg, FL",28.006899,-82.736329
731,"Jackson, TN",35.61452,-88.81395
732,"Toms River, NJ",40.42072143,-74.32367929
734,"Ann Arbor, MI",42.25120273,-83.41347636
737,"Austin, TX",30.359314,-97.772174
740,"Newark, OH",39.74919875,-82.66145
743,"Greensboro, NC",35.986358,-79.858592
747,"Los Angeles, CA",34.186115,-118.4355433
754,"Fort Lauderdale, FL",26.14313842,-80.20192526
757,"Virginia Beach, VA",36.87017143,-76.31351429
760,"Oceanside, CA",33.6695681,-116.7581124
762,"Augusta, GA",33.63948429,-83.94034
763,"Brooklyn Park, MN",45.09851444,-93.35914889
765,"Muncie, IN",40.28916857,-85.93796143
769,"Jackson, MS",32.19705429,-89.96107286
770,"Roswell, GA",33.8336605,-84.3569235
772,"Port St. Lucie, FL",27.37194,-80.3461
773,"Chicago, IL",41.88475,-88.20396
774,"Worcester, MA",42.00699273,-71.22419455
775,"Reno, NV",38.6091575,-118.82945
778,"Vancouver, BC",50.3371798,-122.2148216
779,"Rockford, IL",42.05086917,-88.6227275
780,"Edmonton, AB",53.9300256,-113.8699808
781,"Boston, MA",42.38921565,-71.10036565
782,Nova Scotia/PE Island,45.0743675,-63.865825
785,"Topeka, KS",38.984614,-96.88463
786,"Miami, FL",25.74041704,-80.35898037
787,Puerto Rico,18.2208,-66.5901
801,"Salt Lake City, UT",40.65385643,-111.8801921
802,Vermont,44.363525,-72.873175
803,"Columbia, SC",34.08893,-81.057868
804,"Richmond, VA",37.456984,-77.415816
805,"Oxnard, CA",34.60204125,-119.6962594
806,"Lubbock, TX",34.32821667,-101.79777
807,"Kenora, ON",47.495825,-88.84699
808,Hawaii,20.95603556,-157.2379267
810,"Flint, MI",42.99428667,-83.24290333
812,"Evansville, IN",38.66688,-86.39125714
813,"Tampa, FL",28.04743889,-82.42785889
814,"Erie, PA",40.9420075,-78.8154425
815,"Rockford, IL",42.05086917,-88.6227275
816,"Kansas City, MO",39.104366,-94.500676
817,"Fort Worth, TX",32.75957533,-97.22340333
818,"Los Angeles, CA",34.186115,-118.4355433
819,"Sherbrooke, QC",46.339735,-73.46564028
820,"Oxnard, CA",34.60204125,-119.6962594
825,"Calgary, AB",53.548798,-113.321158
828,"Asheville, NC",35.66707,-81.94761
830,"New Braunfels, TX",29.478228,-99.325156
831,"Salinas, CA",36.75860714,-121.7704657
832,"Houston, TX",29.70917889,-95.30039889
838,"Albany, NY",42.819186,-73.833068
843,"Charleston, SC",33.0913225,-79.901955
845,"New City, NY",41.47292,-74.06412333
847,"Elgin, IL",42.14730875,-87.94760563
848,"Toms River, NJ",40.42072143,-74.32367929
850,"Tallahassee, FL",30.41866889,-86.61346
854,"Charleston, SC",33.0913225,-79.901955
856,"Camden, NJ",39.73721857,-75.05378571
857,"Boston, MA",42.34858182,-71.10012727
858,"San Diego, CA",32.96282,-117.03586
859,Lexington,38.4547925,-84.4768825
860,"Hartford, CT",41.67400917,-72.64104167
862,"Newark, NJ",40.82511286,-74.21640333
863,"Lakeland, FL",28.030855,-81.84133
864,"Greenville, SC",34.72085833,-82.29456333
865,"Knoxville, TN",35.9344575,-84.10762
867,Northern Canada,62.30636,-105.9745233
870,"Jonesboro, AR",34.65417167,-91.68221833
872,"Chicago, IL",41.88475,-88.20396
873,"Sherbrooke, QC",46.46909136,-74.10479409
878,"Pittsburgh, PA",40.459707,-79.962276
901,"Memphis, TN",35.120715,-89.849395
902,Nova Scotia/PE Island,45.44152167,-63.15571417
903,"Tyler, TX",33.01201111,-95.52637667
904,"Jacksonville, FL",30.25227667,-81.60564667
905,"Hamilton, ON",43.5654075,-79.333166
906,"Marquette, MI",46.5436,-87.3954
907,Alaska,60.26835333,-141.136315
908,"Elizabeth, NJ",40.66289727,-74.28977364
909,"San Bernardino, CA",34.074295,-117.5405572
910,"Fayetteville, NC",34.757956,-78.453958
912,"Savannah, GA",32.12640333,-81.49298333
913,"Overland Park, KS",39.0303175,-94.718015
914,"Yonkers, NY",41.026625,-73.8051675
915,"El Paso, TX",31.70664,-106.39512
916,"Sacramento, CA",38.54004235,-121.3983159
917,"New York, NY",40.695385,-73.967385
918,"Tulsa, OK",36.1754425,-95.783525
919,"Raleigh, NC",35.72614286,-78.77469
920,"Green Bay, WI",43.948076,-88.281434
925,"Concord, CA",37.89177667,-121.935052
928,"Yuma, AZ",34.3190475,-113.5519425
929,"New York, NY",40.691608,-73.959668
930,"Evansville, IN",38.66688,-86.39125714
931,"Clarksville, TN",36.10256,-86.63212333
934,"Brentwood, NY",40.79404826,-73.20643
936,"Conroe, TX",30.99429,-95.097855
937,"Dayton, OH",39.85426692,-84.11555769
938,"Huntsville, AL",34.41824333,-86.63888167
939,Puerto Rico,18.2208,-66.5901
940,"Denton, TX",33.39159333,-97.54021
941,"North Port, FL",27.20213333,-82.34435167
947,"Troy, MI",42.54372462,-83.26242846
949,"Irvine, CA",33.57348615,-117.7337162
951,"Riverside, CA",33.819667,-117.258786
952,"Bloomington, MN",44.838195,-93.4117575
954,"Fort Lauderdale, FL",26.14313842,-80.20192526
956,"Laredo, TX",26.299599,-98.138061
959,"Hartford, CT",41.67400917,-72.64104167
970,"Fort Collins, CO",40.11755,-105.854795
971,"Portland, OR",45.34785933,-122.7965427
972,"Dallas, TX",32.86905783,-96.82601565
973,"Newark, NJ",40.83461737,-74.21941579
978,"Lowell, MA",42.60368286,-71.22620857
979,"College Station, TX",30.11206667,-96.04625333
980,"Charlotte, NC",35.36768556,-80.74773778
984,"Raleigh, NC",35.72614286,-78.77469
985,"Houma, LA",29.97931333,-90.32739
986,"Boise, ID",44.415674,-115.558462
989,"Saginaw, MI",43.52936,-84.16104
